row,product,status,file,url,query
1,金門38度高粱(300ml),Downloaded,images/kkl38-300.png,https://goldenfull.shop/cdn/shop/files/38_300ML.png?v=1704524413,"""金門38度高粱(300ml)"" ""金門38度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
2,金門38度高粱(600ml),Downloaded,images/kkl38-600.png,https://goldenfull.shop/cdn/shop/files/38_600ML.png?v=1704524418,"""金門38度高粱(600ml)"" ""金門38度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
3,金門38度高粱(750ml),Downloaded,images/kkl38-750.png,https://goldenfull.shop/cdn/shop/files/38_750ML.png?v=1704524423&width=1445,"""金門38度高粱(750ml)"" ""金門38度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
4,金門58度紅標高粱(600ml),Downloaded,images/kkl58r-600.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_22L15_fvjghi8s6x.png,"""金門58度紅標高粱(600ml)"" ""金門58度紅標高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
5,金門58度紅標高粱(750ml),Downloaded,images/kkl58r-750.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_22L15_fvjghi8s6x.png,"""金門58度紅標高粱(750ml)"" ""金門58度紅標高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
6,金門58度高粱(300ml),Downloaded,images/kkl58-300.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_22L15_fvjghi8s6x.png,"""金門58度高粱(300ml)"" ""金門58度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
7,金門58度高粱(600ml),Downloaded,images/kkl58-600.png,https://goldenfull.shop/cdn/shop/files/58_600ML_67e86f94-3308-4cee-abb4-da9a98f955ad.png?v=1704525981&width=1946,"""金門58度高粱(600ml)"" ""金門58度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
8,金門58度高粱(750ml),Downloaded,images/kkl58-750.jpg,https://whiskemon.com/wp-content/uploads/2023/08/%E9%87%91%E9%96%8058%E5%BA%A6%E7%B2%89%E6%A8%99%E9%AB%98%E6%A2%81%E9%85%92600ml_whiskemon.jpg,"""金門58度高粱(750ml)"" ""金門58度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
9,金門特優58度高粱,Downloaded,images/kkl58p.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20E12_jx3ga3hph9.png,"""金門特優58度高粱"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
10,戰酒黑金龍,Downloaded,images/wjhjl.png,https://goldenfull.shop/cdn/shop/files/46_560ML.png?v=1704525896,"""戰酒黑金龍"" ""金門高粱"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
11,紅標料理米酒(600ml20入),Downloaded,images/rcmj-600x20.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20I04_cq46hdzz3r.png,"""紅標料理米酒(600ml20入)"" ""紅標料理米酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
12,玉泉清酒,Downloaded,images/yqsk.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20I10_y2s5ystr2x.png,"""玉泉清酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
13,玉泉紹興酒,Downloaded,images/yqsh.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20I04_c8y8z3erq4.png,"""玉泉紹興酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
14,玉泉黃酒,Downloaded,images/yqhj.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20I04_xkjh66477s.png,"""玉泉黃酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
15,玉泉紅露酒,Downloaded,images/yqhl.jpg,https://www.leanhsin.com/upload/product/17082021154409%E7%B4%85%E9%9C%B2.jpg,"""玉泉紅露酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
16,玉泉紅麴葡萄酒,Downloaded,images/yqhqg.jpg,https://www.niusnews.com/upload/imgs/default/2020MAY_CH/Wine/batch_batch_batch_wine06.jpg,"""玉泉紅麴葡萄酒"" ""台酒系列"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
17,三隻猴子,Downloaded,images/3mky.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20H06_7ausvgqyg7.png,"""三隻猴子"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
18,大摩12年,Downloaded,images/dm12.jpg,https://sunwahcompradore.com/wp-content/uploads/2023/07/20230627_153751-scaled.jpg,"""大摩12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
19,大摩15年,Downloaded,images/dm15.jpg,https://www.medoc.com.tw/web/wp-content/uploads/shop/product/WKDM1570.jpg,"""大摩15年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
20,大摩12年雪莉,Downloaded,images/dm12sh.png,https://collectors-wine.com/wp-content/uploads/2025/03/%E5%A4%A7%E6%91%A9-12%E5%B9%B4%E9%9B%AA%E8%8E%89%E4%B8%89%E6%A1%B6%E8%88%8A%E7%89%88-%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C.png,"""大摩12年雪莉"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
21,菲迪12年天使雪莉,Downloaded,images/fd12as.png,https://www.my9.com.tw/cdn/shop/files/M14609-5_M14610_800x.png?v=1712127478,"""菲迪12年天使雪莉"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
22,吉拉12年雪莉,Downloaded,images/gl12sh.png,https://www.medoc.com.tw/web/wp-content/uploads/Jura-12-Years-%E9%9B%AA%E8%8E%89%E6%A1%B6-%E5%90%89%E6%8B%8912%E5%B9%B4%E5%A8%81%E5%A3%AB%E5%BF%8C.png,"""吉拉12年雪莉"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
23,百富12年,Downloaded,images/bf12.jpg,https://img.gogoshop.cloud/e5fdb726/cK1AYaIWnJa.jpeg,"""百富12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
24,百富14年,Downloaded,images/bf14.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20F05_8ksrfuus6y.png,"""百富14年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
25,格蘭莉威13年,Downloaded,images/glv13.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_20L25_fzxnum8d6w.png,"""格蘭莉威13年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
26,皇家禮炮21年,Downloaded,images/rs21.jpg,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lvbjz33a177d7f,"""皇家禮炮21年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
27,格蘭8年,Downloaded,images/gl8.jpg,https://www.0099z.com.tw/upload/product/202407081313410.jpg,"""格蘭8年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
28,格蘭菲迪12年(1000ml),Downloaded,images/gf12-1000.jpg,https://enjoyit999.com/FileManagement/images/%E6%A0%BC%E8%98%AD%E8%8F%B2%E8%BF%AA%2012%E5%B9%B4%201000ml.jpg,"""格蘭菲迪12年(1000ml)"" ""格蘭菲迪12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
29,格蘭菲迪12年(700ml),Downloaded,images/gf12-700.jpg,https://drwine1984.com/wp-content/uploads/2022/02/glenfiddich-12-sherry.jpg,"""格蘭菲迪12年(700ml)"" ""格蘭菲迪12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
30,格蘭菲迪15年(700ml),Downloaded,images/gf15-700.png,https://goldenfull.shop/cdn/shop/files/15_370a7dfc-2a9e-4bbd-8789-790594547de1.png?v=1701683025,"""格蘭菲迪15年(700ml)"" ""格蘭菲迪15年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
31,格蘭菲迪18年,Downloaded,images/gf18.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_21H09_qps4g3c4hf.png,"""格蘭菲迪18年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
32,軒尼詩 VSOP,Downloaded,images/hvsop.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_23G06_2786v6p8ww.png,"""軒尼詩 VSOP"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
33,麥卡倫雙桶,Downloaded,images/mcdb.jpg,https://img.gogoshop.cloud/e5fdb726/8uNZI_FVZLZ.jpg,"""麥卡倫雙桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
34,塔木嶺雪莉三桶,Downloaded,images/tlsh3.webp,https://collectors-wine.com/wp-content/uploads/2025/04/%E5%A1%94%E6%9C%A8%E5%B6%BA-%E9%9B%AA%E8%8E%89%E4%B8%89%E6%A1%B6-2025%E5%B9%B4%E8%9B%87%E5%B9%B4%E9%99%90%E5%AE%9A%E7%89%88-%E5%96%AE%E4%B8%80%E7%B4%94%E9%BA%A5%E5%A8%81%E5%A3%AB%E5%BF%8C.webp,"""塔木嶺雪莉三桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Download failed: score 160 (product+category+shop_source): <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1081)>,,https://www.609.com.tw/Images/11%E5%A8%81%E5%A3%AB%E5%BF%8C/%E5%A1%94%E6%9C%A8%E5%B6%BA%E7%8E%A9%E6%A1%B6%E7%B3%BB%E5%88%97%E5%BE%B7%E5%9C%8B%E9%BB%91%E7%9A%AE%E8%AB%BE%E7%B4%85%E9%85%92%E6%A1%B6.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Download failed: score 160 (product+category+shop_source): <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1081)>,,https://www.609.com.tw/Images/11%E5%A8%81%E5%A3%AB%E5%BF%8C/%E5%A1%94%E6%9C%A8%E5%B6%BA%E9%9B%AA%E8%8E%89%E4%B8%89%E6%A1%B6.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Download failed: score 160 (product+category+shop_source): <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1081)>,,https://www.609.com.tw/Images/11%E5%A8%81%E5%A3%AB%E5%BF%8C/%E5%A1%94%E6%9C%A8%E5%B6%BA%E7%8E%A9%E6%A1%B6%E7%B3%BB%E5%88%97%E7%99%BD%E8%98%87%E7%B6%AD%E6%BF%83%E6%A1%B6.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Rejected: score 30 below 80 (shop_source+image_host),,http://tamnavulin.tw/assets/img/product/img_product-03-2.webp,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Rejected: score 20 below 80 (shop_source),,https://images.ctee.com.tw/newsphoto/2024-09-06/1024/A44AC8_PictureItem_Clipping_04_4.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Rejected: score 20 below 80 (category),,https://images.chinatimes.com/newsphoto/2023-12-20/656/20231220001720.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Rejected: score 20 below 80 (category),,https://y.zdmimg.com/202210/17/634d09422301d2866.jpg_e1080.jpg,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,Rejected: score 10 below 80 (image_host),,https://d3u2gohddm28e7.cloudfront.net/wp-content/uploads/2022/04/%E5%9C%961.png,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
35,塔木嶺玩桶系列,no candidate passed score 80; last download error: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1081)>,,,"""塔木嶺玩桶系列"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://img.alicdn.com/i4/725677994/O1CN01zPLnuS28vIupzPlMd_!!725677994.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://www.wine0222.com/upload/%E8%98%87%E6%A0%BC%E7%99%BB_12%E5%B9%B4%E9%86%87%E9%9B%AA%E8%8E%89%E6%A1%B6%E7%89%88%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C(2023%E6%96%B0%E5%B9%B4%E7%A6%AE%E7%9B%92.png,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://img.alicdn.com/bao/uploaded/i2/731926634/O1CN01skocX01ysQMPxockm_!!731926634.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://www.wine0222.com/upload/%E8%B2%9D%E7%91%9E%E9%9B%85%E4%BB%95_%E9%9B%AA%E8%8E%89%E6%A1%B612%E5%B9%B4%E8%98%87%E6%A0%BC%E8%98%AD%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C.png,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://img.alicdn.com/bao/uploaded/i1/2200531572414/O1CN01KBwMxE1ThetuHNfLA_!!2200531572414.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 50 below 80 (category+shop_source+image_host),,https://img.alicdn.com/bao/uploaded/i2/2200715913902/O1CN01pqwEgD1ehAFpr0zfq_!!0-item_pic.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 20 below 80 (category),,https://a.zdmimg.com/202211/17/6375daa1753774374.jpg_e680.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,Rejected: score 20 below 80 (category),,https://qny.smzdm.com/202311/22/655d8675be87e7688.jpg_a200.jpg,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
36,詩貝雪莉12年,no candidate passed score 80,,,"""詩貝雪莉12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
37,詩貝總裁雪莉,Downloaded,images/sbzzsh.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_24L24_6z8cb59k54.png,"""詩貝總裁雪莉"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
38,蘇格登12年亞洲版(700ml),Downloaded,images/sgd12as-700.jpg,https://enjoyit999.com/FileManagement/_thumbs/images/%E8%98%87%E6%A0%BC%E7%99%BB12%E5%B9%B4%20%E4%BA%9E%E6%B4%B2%E7%89%88%20700ml_%E7%BB%93%E6%9E%9C.jpg,"""蘇格登12年亞洲版(700ml)"" ""蘇格登12年亞洲版"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
39,蘇格登12年亞洲版(1000ml),Downloaded,images/sgd12as-1000.jpg,https://enjoyit999.com/FileManagement/images/%E8%98%87%E6%A0%BC%E7%99%BB12%E5%B9%B4-1000.jpg,"""蘇格登12年亞洲版(1000ml)"" ""蘇格登12年亞洲版"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
40,蘇格登12年雪莉桶,Downloaded,images/sgd12sh.jpg,https://wenanstore.com/wp-content/uploads/2024/03/%E8%98%87%E6%A0%BC%E7%99%BB12%E5%B9%B4%E9%9B%AA%E8%8E%89%E6%A1%B61-600x800.jpg,"""蘇格登12年雪莉桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
41,蘇格登12年歐洲版(700ml),Downloaded,images/sgd12eu-700.jpg,https://www.hopsquared.com/wp-content/uploads/2024/01/1613505587-Bottle_Single_12_front_1200x1200-1.jpg,"""蘇格登12年歐洲版(700ml)"" ""蘇格登12年歐洲版"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
42,蘇格登12年歐洲版(1000ml),Downloaded,images/sgd12eu-1000.png,https://img.shoplineapp.com/media/image_clips/66c9e38479e9900022ead0c7/original.png?1724507012,"""蘇格登12年歐洲版(1000ml)"" ""蘇格登12年歐洲版"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
43,蘇格登15年亞洲版,Downloaded,images/sgd15as.png,https://collectors-wine.com/wp-content/uploads/2025/03/%E8%98%87%E6%A0%BC%E7%99%BB-15%E5%B9%B4%E4%BA%9E%E6%B4%B2%E7%89%88%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C2023%E6%96%B0%E5%B9%B4%E7%A6%AE%E7%9B%92.png,"""蘇格登15年亞洲版"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 50 below 80 (category+shop_source+image_host),,https://109wine.com.tw/wp-content/uploads/2023/08/%E8%98%87%E6%A0%BC%E7%99%BB-%E9%86%87%E9%87%91-13%E5%B9%B4-%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C-700ml-AI-002_%E5%B7%A5%E4%BD%9C%E5%8D%80%E5%9F%9F-1_%E5%B7%A5%E4%BD%9C%E5%8D%80%E5%9F%9F-1.jpg,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 50 below 80 (category+shop_source+image_host),,https://www.sharewednesday.com.tw/img/products/17436472930.01747100.jpg,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 40 below 80 (category+shop_source),,https://media.karousell.com/media/photos/products/2023/4/30/13_singleton_of_glen_ord_13yo__1682845048_f5b3c9ae_progressive,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 30 below 80 (category+image_host),,https://ew-image.hkhl.hk/f/1024p0/0x0/100/none/c361f023d374deb1d6319fb4e79bbabf/2024-10/SPEARL_ANGLED_COMBINED.png,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 20 below 80 (category),,https://wineonline.blob.core.windows.net/www/PDT/2022082612405302121200.png,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 20 below 80 (category),,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=791476789658801,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 20 below 80 (category),,https://s3-ap-northeast-1.amazonaws.com/tw.com.carture/images/800/165703068100.jpg,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,Rejected: score 10 below 80 (image_host),,https://d3u2gohddm28e7.cloudfront.net/wp-content/uploads/2026/01/%E8%98%87%E6%A0%BC%E7%99%BB2026%E8%B3%80%E6%98%A5%E7%A6%AE%E7%9B%92_%E9%86%87%E9%87%9113%E5%B9%B4%E5%96%AE%E4%B8%80%E9%BA%A5%E8%8A%BD%E5%A8%81%E5%A3%AB%E5%BF%8C_%E5%95%86%E5%93%81%E5%9C%96.jpg,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
44,蘇格登13年貴腐甜酒桶,no candidate passed score 80,,,"""蘇格登13年貴腐甜酒桶"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
45,Johnnie walker XR 21年,Downloaded,images/jwxr21.jpg,https://images.chinatimes.com/newsphoto/2015-11-20/656/20151120003312.jpg,"""Johnnie walker XR 21年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 50 below 80 (category+shop_source+image_host),,http://city9.tw/cdn/shop/files/Johnnie_Walker_gold_label_reserve_20231_20c61ca5-6ba7-44f7-bc5a-60ff867743ac.png?v=1706535869,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 50 below 80 (category+shop_source+image_host),,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lsqxkvq7mhvs92,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 50 below 80 (category+shop_source+image_host),,https://down-tw.img.susercontent.com/file/tw-11134207-23010-4j9hoaziffmv2a,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 40 below 80 (category+shop_source),,https://images.ctfassets.net/waruwpig3jxu/41Pn5CAp9j5LGIG5lkskFg/2327287b8eda7a90da940f7b181cda66/gold-750ml_producthero_fullfront_desktop.webp?&w=1920&q=60,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 40 below 80 (category+shop_source),,https://images.ctfassets.net/waruwpig3jxu/5jEx5ISjscMLX5eWdjaSTI/03e2c0a69f1fa1c7f6da02025457584a/gold-750ml_producthero_halffront_desktop.webp?&w=1920&q=60,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 40 below 80 (category+shop_source),,https://wineonline.blob.core.windows.net/www/PDT/20220309134949AOMODPIA.png,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 30 below 80 (shop_source+image_host),,https://img.shoplineapp.com/media/image_clips/60c854f8610591001d002cae/original.jpg?1623741687,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,Rejected: score 0 below 80 (no metadata match),,https://images.chinatimes.com/newsphoto/2018-01-14/656/BE0500_P_01_05.jpg,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
46,Johnnie walker金牌威士忌,no candidate passed score 80,,,"""Johnnie walker金牌威士忌"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
47,Johnnie walker黑牌12年(1000ml),Downloaded,images/jwbp12-1000.png,https://goldenfull.shop/cdn/shop/files/JWBL1Lt.png?v=1701681886&width=1445,"""Johnnie walker黑牌12年(1000ml)"" ""Johnnie walker黑牌12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
48,Johnnie walker綠牌15年,Downloaded,images/jwgp15.jpg,https://images.chinatimes.com/newsphoto/2015-08-26/900/20150826004800.jpg,"""Johnnie walker綠牌15年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
49,Johnnie walker黑牌12年(700ml),Downloaded,images/jwbp12-700.png,https://www.alcohol.com.tw/upload/catalog_b/ALL_catalog_23C30_rm4ps69a5p.png,"""Johnnie walker黑牌12年(700ml)"" ""Johnnie walker黑牌12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
50,慕赫12年,Downloaded,images/mh12.png,https://goldenfull.shop/cdn/shop/files/LINE_ALBUM_CNY__241108_3.png?v=1732274502,"""慕赫12年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
51,慕赫14年,Downloaded,images/mh14.jpg,https://down-tw.img.susercontent.com/file/tw-11134207-7qul2-lhomxro4bhseed,"""慕赫14年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
52,慕赫16年,Downloaded,images/mh16.png,https://goldenfull.shop/cdn/shop/files/LINE_ALBUM_CNY__241108_1.png?v=1732275099,"""慕赫16年"" ""威士忌"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
53,季威士忌(700ml),Downloaded,images/jws-700.jpg,https://down-tw.img.susercontent.com/file/bed63fc36e6484d5e1f1a90aef032db0,"""季威士忌(700ml)"" ""季威士忌"" ""日本酒"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
54,季威士忌(1000ml),Rejected: score 65 below 80 (volume+shop_source+image_host),,https://img.fasola-shop.com/prod/images/item/5201230145.jpg,"""季威士忌(1000ml)"" ""季威士忌"" ""日本酒"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
54,季威士忌(1000ml),Rejected: score 30 below 80 (shop_source+image_host),,https://imgservice.suning.cn/uimg1/b2c/image/5RuitL_xwtO7xdYWrSraRQ.jpg_800w_800h_4e,"""季威士忌(1000ml)"" ""季威士忌"" ""日本酒"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
54,季威士忌(1000ml),Rejected: score 30 below 80 (shop_source+image_host),,https://www.wine0222.com/upload/images/2023050617353930975.png,"""季威士忌(1000ml)"" ""季威士忌"" ""日本酒"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
54,季威士忌(1000ml),Rejected: score 30 below 80 (shop_source+image_host),,https://drwine1984.com/wp-content/uploads/2025/11/kirin-fuji-single-malt-japanese-whisky.webp,"""季威士忌(1000ml)"" ""季威士忌"" ""日本酒"" 商品 酒瓶 圖片 -旅遊 -景點 -戰車"
